,index,l,dn,n0,neta,pitch
0,54937,1045.1914431095124,0.0006088000520592327,1.4415,0.7925273272498019,0.5360706143520018
1,33565,1384.2877811923313,0.000781746871013288,1.4415,0.7811068910533111,0.535907229950768
2,1902,1350.534941237331,0.0007393366137890967,1.4415,0.8414988693517526,0.5364647406846499
3,15542,1685.7675557857692,0.0004629965089320805,1.4415,0.9437439508988056,0.5358132015834977
4,33553,1641.8510817746758,0.0008300142006866314,1.4415,0.913542111006647,0.5351106944040964
5,27424,1755.85012425801,0.0006006033862714728,1.4415,0.7605994280289945,0.5362540713239287
6,14730,1855.2375609586534,0.0004817035197499948,1.4415,0.9295299699992097,0.5364565540570407
7,48118,1257.7115483164184,0.0007352846273235445,1.4415,0.7568495724130059,0.53571244784307
8,4576,1569.1093637480442,0.0009825611667089432,1.4415,0.8343882985826914,0.5358258701976274
9,43653,1609.9155342869471,0.0005500679708706253,1.4415,0.7885464079925362,0.5360623842325136
10,13547,1100.491139209864,0.0009360113491104916,1.4415,0.8859769569151281,0.5359659833383538
11,32061,1320.1759016843928,0.00046586222374793993,1.4415,0.832048716973914,0.5359390231534462
12,57602,1788.4353119604857,0.0004384875056901585,1.4415,0.8673695969120311,0.5353396996822715
13,40504,1309.1399950629714,0.0007719776606892025,1.4415,0.9212882158859468,0.5358747571927511
14,51796,1794.4039876372908,0.0007622617405503128,1.4415,0.9193525487554803,0.5363038705674552
15,35659,1514.3341065156312,0.0006135715912669554,1.4415,0.7631371957221224,0.5351373796064184
16,12876,1202.058803758064,0.0006373032736019271,1.4415,0.7756249352557844,0.5364553900851219
17,6553,1233.4624104475474,0.0009394580437458154,1.4415,0.8695749597899968,0.5352306133382982
18,56880,1468.673147095482,0.0009271411002398529,1.4415,0.9425779156695453,0.5360362960942959
19,6042,1251.9040579212635,0.000789419290391318,1.4415,0.7536183943785412,0.5351125414629215
20,46964,1906.8354992920454,0.0007486240770403082,1.4415,0.8712373330500158,0.535243507686873
21,54522,1703.9152659473937,0.0008981276867084627,1.4415,0.9365690241928692,0.5354804254949316
22,24426,1185.9114056793824,0.00047932079527499363,1.4415,0.751717717795464,0.5355677713682935
23,39371,1530.4641738683881,0.0009521092254539149,1.4415,0.7999377218559766,0.535854742792779
24,16537,1835.1505608065731,0.0005969994682156195,1.4415,0.8669334148272522,0.5353391971841212
25,43734,1052.4211296172066,0.0006716000458363203,1.4415,0.7565271441501835,0.5358787374135482
26,21563,1998.2712995428078,0.0008843230892109465,1.4415,0.7663117726373875,0.5362668441623055
27,56525,1967.1117205326543,0.0005659560858452741,1.4415,0.949766498213895,0.5361086470582862
28,57026,1230.9478997743365,0.0005653915373124534,1.4415,0.8157497204915212,0.5360438618524187
29,56793,1806.594654348639,0.0006732124391864613,1.4415,0.8923905998385134,0.5350614010342192
30,34075,1115.2286272745127,0.0004289479331764196,1.4415,0.9380192269398536,0.5354563354067883
31,27121,1699.5448933389407,0.0008425483472652186,1.4415,0.7564359899249188,0.5361185216019257
32,17880,1305.0532731850521,0.0005206137168335227,1.4415,0.8645277071535298,0.536025796053542
33,31709,1818.064507463093,0.0006135717791028181,1.4415,0.8556297347089254,0.5352171893586299
34,9132,1445.1361205742692,0.0008982473248036334,1.4415,0.7683572964734086,0.53627554062434
35,693,1574.695548931808,0.0009530354821977026,1.4415,0.9023038408558238,0.5361755830214778
36,29275,1455.3517762680754,0.0004271171821930565,1.4415,0.7683764668385012,0.5359151917735241
37,33045,1431.5740935831996,0.000725287252169745,1.4415,0.8869327752755239,0.5362686691625846
38,21029,1497.0402606519947,0.0008275121627867755,1.4415,0.758632682512867,0.5359518816331349
39,17006,1287.9380219436935,0.0006756625419474637,1.4415,0.8731310381465722,0.5356128350586681
40,51150,1839.598675045222,0.0007582243192156128,1.4415,0.8373244740918412,0.5352376208265393
41,39322,1538.2284031895292,0.0005732549471441946,1.4415,0.8489415455036308,0.5360590460055393
42,40904,1673.0384418521435,0.0005754183627630354,1.4415,0.911741334732176,0.5358224714901739
43,46244,1350.1735083478927,0.0008696001479283491,1.4415,0.916005630108184,0.5357219349000581
44,42749,1898.2982928609804,0.0004157675805038131,1.4415,0.9182868621270808,0.5360248947938115
45,38601,1249.6641645405105,0.0007238241791427495,1.4415,0.7978317029366496,0.5357344159347065
46,31110,1841.7035074792452,0.0008241642933048738,1.4415,0.9220932665806254,0.5350131744384634
47,49761,1931.2011946865837,0.0005167521183981193,1.4415,0.8632490568976168,0.535567230517854
48,57371,1265.2246327620871,0.0009164804848347144,1.4415,0.7950566495880471,0.5353365078831176
49,208,1913.1233643015614,0.0007737606477665215,1.4415,0.9166489968813613,0.5351639659021107
